Rafale max  help,soleil_durée,Précipitations en mm,Température minimale en °C,Température maximale en °C,prix moyen au kg,Production quantité tonne(s),Date
22.2,372.0,0.6,14.5,30.4,1.092857142857143,0.05485714285714285,2016-12-09
48.2,548.0,0.0,1.2,14.1,1.0952380952380951,0.05523809523809524,2016-12-10
31.5,83.0,6.0,-0.6,9.2,1.0976190476190475,0.05561904761904762,2016-12-11
25.6,13.0,0.0,3.8,6.0,1.1,0.056,2016-12-12
22.0,30.0,0.0,4.6,10.3,1.1023809523809525,0.05638095238095237,2016-12-13
15.8,446.0,0.0,-0.9,13.5,1.1047619047619048,0.05676190476190476,2016-12-14
25.2,278.0,0.0,-2.4,9.3,1.1071428571428572,0.057142857142857134,2016-12-15
22.0,276.0,0.0,2.8,12.9,1.1095238095238096,0.057523809523809526,2016-12-16
21.6,418.0,0.0,-2.0,8.9,1.111904761904762,0.0579047619047619,2016-12-17
25.6,0.0,0.0,0.3,2.4,1.1142857142857143,0.05828571428571429,2016-12-18
36.7,38.0,0.0,0.5,5.0,1.1166666666666667,0.058666666666666666,2016-12-19
18.7,2.0,0.0,0.7,4.1,1.119047619047619,0.059047619047619036,2016-12-20
32.4,302.0,10.7,-0.6,7.1,1.1214285714285714,0.05942857142857143,2016-12-21
41.0,9.0,2.6,5.9,8.5,1.1238095238095238,0.05980952380952381,2016-12-22
50.4,2.0,0.8,1.9,9.0,1.1261904761904762,0.06019047619047619,2016-12-23
43.2,146.0,0.0,3.5,9.4,1.1285714285714286,0.060571428571428575,2016-12-24
26.6,0.0,0.0,5.7,10.1,1.130952380952381,0.06095238095238095,2016-12-25
36.0,102.0,0.0,7.4,11.8,1.1333333333333333,0.06133333333333332,2017-01-02
64.8,0.0,4.2,5.6,11.3,1.1357142857142857,0.061714285714285715,2017-01-03
37.4,279.0,1.6,8.2,15.5,1.138095238095238,0.062095238095238085,2017-01-04
61.2,406.0,0.2,6.6,15.2,1.1404761904761904,0.06247619047619048,2017-01-05
29.9,680.0,0.0,12.2,28.2,1.1428571428571428,0.06285714285714286,2017-01-06
39.6,75.0,1.0,12.9,19.2,1.1452380952380952,0.06323809523809522,2017-01-07
33.8,486.0,0.0,14.6,27.2,1.1476190476190475,0.06361904761904763,2017-01-08
46.8,330.0,0.2,12.4,21.2,1.15,0.064,2017-01-09
39.6,0.0,1.0,11.8,16.3,1.1523809523809525,0.06438095238095237,2017-01-10
25.2,297.0,0.0,2.0,15.9,1.1547619047619049,0.06476190476190476,2017-01-11
36.7,32.0,1.0,-0.8,3.4,1.1571428571428573,0.06514285714285714,2017-01-12
64.8,156.0,0.6,0.7,4.7,1.1595238095238096,0.06552380952380953,2017-01-13
39.6,102.0,1.8,-0.4,4.5,1.161904761904762,0.06590476190476191,2017-01-14
25.2,0.0,2.6,-1.5,3.6,1.1642857142857144,0.06628571428571428,2017-01-15
33.1,7.0,0.0,1.0,2.3,1.1666666666666667,0.06666666666666668,2017-01-16
48.2,455.0,0.0,-3.4,0.7,1.1690476190476191,0.06704761904761905,2017-01-17
50.4,465.0,0.0,-4.8,-0.1,1.1714285714285717,0.06742857142857142,2017-01-18
39.6,486.0,0.0,-6.1,-0.4,1.173809523809524,0.0678095238095238,2017-01-19
25.2,487.0,0.0,-7.7,-0.6,1.1761904761904762,0.06819047619047619,2017-01-20
18.0,490.0,0.0,-9.5,3.9,1.1785714285714286,0.06857142857142856,2017-01-21
25.2,408.0,0.0,-6.4,4.3,1.180952380952381,0.06895238095238095,2017-01-22
32.4,495.0,0.0,-5.6,3.7,1.1833333333333331,0.06933333333333333,2017-01-23
21.6,0.0,0.0,-5.4,-0.2,1.1857142857142855,0.06971428571428571,2017-01-24
39.6,0.0,0.0,-2.5,-0.7,1.188095238095238,0.0700952380952381,2017-01-25
29.2,503.0,0.0,-6.5,5.2,1.1904761904761905,0.07047619047619047,2017-01-26
32.4,12.0,0.0,0.2,9.8,1.1928571428571428,0.07085714285714285,2017-01-27
39.6,157.0,0.2,5.2,9.4,1.1952380952380952,0.07123809523809524,2017-01-28
48.2,127.0,0.2,4.0,10.6,1.1976190476190476,0.07161904761904761,2017-01-29
46.8,0.0,2.4,7.6,10.6,1.2,0.07200000000000001,2017-01-30
26.6,0.0,0.2,9.6,12.7,1.2023809523809523,0.07238095238095238,2017-01-31
46.8,30.0,3.6,7.5,12.7,1.2047619047619047,0.07276190476190475,2017-02-02
39.6,424.0,0.0,3.8,11.0,1.2071428571428569,0.07314285714285715,2017-02-03
28.8,402.0,0.0,6.5,17.3,1.2095238095238097,0.07352380952380952,2017-02-04
29.9,217.0,1.2,7.6,16.2,1.211904761904762,0.0739047619047619,2017-02-05
40.3,535.0,4.7,14.2,29.3,1.2142857142857144,0.07428571428571429,2017-02-06
32.4,120.0,1.0,10.9,22.4,1.2166666666666668,0.07466666666666666,2017-02-07
46.8,589.0,0.0,13.9,30.3,1.2190476190476192,0.07504761904761904,2017-02-08
50.4,379.0,0.4,10.1,21.4,1.2214285714285715,0.07542857142857143,2017-02-09
46.8,67.0,5.9,14.4,19.5,1.2238095238095241,0.0758095238095238,2017-02-10
25.2,3.0,0.0,8.9,14.1,1.2261904761904765,0.0761904761904762,2017-02-11
30.2,0.0,0.0,-1.6,0.7,1.2285714285714286,0.07657142857142857,2017-02-12
43.2,391.0,0.8,4.6,13.1,1.2309523809523808,0.07695238095238094,2017-02-13
46.8,9.0,0.2,6.4,14.3,1.2333333333333334,0.07733333333333334,2017-02-14
40.7,472.0,0.0,7.1,16.8,1.2357142857142858,0.07771428571428571,2017-02-15
18.0,17.0,1.8,5.0,12.1,1.238095238095238,0.07809523809523809,2017-02-16
14.4,171.0,0.0,1.1,9.9,1.2404761904761905,0.07847619047619048,2017-02-17
32.4,484.0,0.0,-1.6,12.4,1.2428571428571429,0.07885714285714285,2017-02-18
21.6,257.0,0.0,-2.5,11.6,1.2452380952380953,0.07923809523809522,2017-02-19
32.4,1.0,0.0,5.6,11.1,1.2476190476190476,0.07961904761904763,2017-02-20
40.3,15.0,0.0,10.0,13.2,1.25,0.07999999999999999,2017-02-21
50.4,0.0,0.0,8.7,11.4,1.2523809523809524,0.08038095238095239,2017-02-22
68.4,19.0,1.0,7.7,10.6,1.2547619047619047,0.08076190476190476,2017-02-23
39.6,320.0,0.0,0.9,9.4,1.2571428571428571,0.08114285714285714,2017-02-24
33.1,567.0,0.0,-3.5,11.7,1.2595238095238095,0.08152380952380953,2017-02-25
25.2,19.0,0.0,4.5,11.6,1.261904761904762,0.0819047619047619,2017-02-26
65.5,156.0,2.8,4.1,8.3,1.2642857142857142,0.08228571428571428,2017-02-28
100.8,173.0,6.4,5.3,9.4,1.2666666666666666,0.08266666666666668,2017-03-02
46.8,33.0,8.9,5.4,16.0,1.2690476190476192,0.08304761904761904,2017-03-03
25.2,637.0,0.0,4.2,19.2,1.2714285714285714,0.08342857142857142,2017-03-04
36.0,54.0,3.0,7.7,13.0,1.2738095238095235,0.0838095238095238,2017-03-05
36.0,72.0,1.0,14.0,19.5,1.2761904761904759,0.08419047619047618,2017-03-06
36.0,450.0,0.2,12.6,26.0,1.2785714285714285,0.08457142857142858,2017-03-07
54.0,320.0,0.2,18.3,27.6,1.2809523809523808,0.08495238095238095,2017-03-08
32.4,235.0,0.0,8.7,22.3,1.2833333333333334,0.08533333333333333,2017-03-09
37.1,195.0,0.0,10.5,17.8,1.2857142857142858,0.08571428571428573,2017-03-10
26.3,211.0,0.0,4.9,17.1,1.2880952380952382,0.08609523809523809,2017-03-11
25.2,0.0,0.2,-2.9,4.2,1.2904761904761906,0.08647619047619047,2017-03-12
54.0,385.0,0.0,5.8,15.2,1.2928571428571431,0.08685714285714285,2017-03-13
32.4,653.0,0.0,2.3,15.0,1.2952380952380953,0.08723809523809523,2017-03-14
39.6,266.0,0.0,7.1,14.2,1.2976190476190477,0.08761904761904762,2017-03-15
21.6,646.0,0.0,3.5,21.5,1.3,0.08800000000000001,2017-03-16
32.4,80.0,0.4,5.4,12.7,1.3023809523809524,0.08838095238095238,2017-03-17
54.0,0.0,0.6,6.2,12.1,1.3047619047619048,0.08876190476190476,2017-03-18
43.2,21.0,0.0,9.8,13.7,1.3071428571428572,0.08914285714285712,2017-03-19
50.4,2.0,0.2,8.2,12.5,1.3095238095238095,0.08952380952380952,2017-03-20
39.6,67.0,0.8,7.3,9.8,1.311904761904762,0.0899047619047619,2017-03-21
46.8,339.0,8.5,2.0,12.9,1.3142857142857145,0.09028571428571427,2017-03-22
25.2,30.0,1.6,5.4,9.0,1.3166666666666669,0.09066666666666666,2017-03-23
39.6,27.0,0.2,0.4,13.1,1.319047619047619,0.09104761904761904,2017-03-24
57.6,659.0,0.0,5.8,17.0,1.3214285714285714,0.0914285714285714,2017-03-25
25.2,544.0,0.0,3.1,17.9,1.3238095238095238,0.0918095238095238,2017-03-26
36.0,704.0,0.0,4.3,19.8,1.326190476190476,0.09219047619047617,2017-03-27
36.0,267.0,0.8,6.3,17.9,1.3285714285714287,0.09257142857142857,2017-03-28
25.2,548.0,0.0,5.4,21.1,1.3309523809523809,0.09295238095238097,2017-03-29
43.2,364.0,0.0,7.3,24.1,1.3333333333333337,0.09333333333333332,2017-03-30
41.0,142.0,0.6,12.1,18.0,1.335714285714286,0.09371428571428572,2017-03-31
32.4,0.0,0.0,-2.1,3.2,1.3380952380952382,0.09409523809523808,2017-04-01
75.6,94.0,5.2,5.4,9.0,1.3404761904761906,0.09447619047619046,2017-04-02
46.8,26.0,10.5,7.3,9.0,1.342857142857143,0.09485714285714286,2017-04-03
36.0,233.0,0.0,4.3,17.1,1.3452380952380951,0.09523809523809523,2017-04-04
33.1,382.0,0.2,8.3,16.9,1.3476190476190475,0.0956190476190476,2017-04-05
32.4,486.0,0.0,7.7,21.3,1.35,0.096,2017-04-06
21.6,878.0,0.0,11.9,29.5,1.3523809523809525,0.09638095238095236,2017-04-07
46.8,248.0,0.0,17.2,26.4,1.3547619047619048,0.09676190476190476,2017-04-08
32.8,320.0,0.0,15.1,25.0,1.3571428571428572,0.09714285714285714,2017-04-09
28.8,521.0,0.0,5.6,18.6,1.3595238095238096,0.09752380952380953,2017-04-10
50.4,68.0,0.0,9.9,15.6,1.3619047619047622,0.0979047619047619,2017-04-11
25.2,2.0,0.0,1.0,9.0,1.3642857142857143,0.09828571428571428,2017-04-12
25.2,185.0,0.0,2.6,16.6,1.3666666666666667,0.09866666666666664,2017-04-13
26.6,472.0,0.0,5.1,17.1,1.369047619047619,0.09904761904761904,2017-04-14
36.0,134.0,1.0,4.4,14.7,1.3714285714285714,0.09942857142857142,2017-04-15
33.5,233.0,0.0,7.1,14.3,1.3738095238095238,0.0998095238095238,2017-04-16
39.6,132.0,0.0,3.3,14.6,1.3761904761904762,0.1001904761904762,2017-04-17
40.7,497.0,0.0,1.8,11.4,1.3785714285714286,0.10057142857142856,2017-04-18
47.5,740.0,0.0,-0.1,12.4,1.380952380952381,0.10095238095238096,2017-04-19
50.4,775.0,0.0,-2.9,13.1,1.3833333333333333,0.10133333333333333,2017-04-20
28.8,792.0,0.0,-1.7,17.2,1.3857142857142857,0.1017142857142857,2017-04-21
33.1,438.0,0.0,1.5,17.1,1.3880952380952378,0.10209523809523807,2017-04-22
44.6,792.0,0.0,1.4,15.0,1.3904761904761904,0.10247619047619047,2017-04-23
28.8,756.0,0.0,1.2,17.4,1.3928571428571428,0.10285714285714284,2017-04-24
48.2,18.0,1.2,4.5,8.8,1.3952380952380952,0.10323809523809524,2017-04-25
46.8,576.0,0.0,0.6,11.4,1.3976190476190475,0.1036190476190476,2017-04-26
54.0,468.0,0.0,-1.5,11.8,1.4,0.10399999999999998,2017-04-27
43.2,216.0,5.7,0.5,14.4,1.4023809523809525,0.10438095238095238,2017-04-28
40.3,654.0,0.0,0.5,17.7,1.4047619047619049,0.10476190476190476,2017-04-29
72.0,251.0,17.3,5.5,18.4,1.4071428571428573,0.10514285714285716,2017-04-30
25.6,403.0,0.0,-3.2,5.3,1.4095238095238096,0.10552380952380952,2017-05-01
58.7,243.0,0.6,4.1,11.2,1.411904761904762,0.10590476190476188,2017-05-02
105.1,68.0,13.9,4.2,10.5,1.4142857142857144,0.10628571428571428,2017-05-03
54.0,516.0,0.0,6.9,16.2,1.4166666666666667,0.10666666666666666,2017-05-04
43.2,385.0,6.0,4.3,19.0,1.4190476190476191,0.10704761904761904,2017-05-05
46.8,579.0,4.6,8.8,23.1,1.4214285714285717,0.10742857142857144,2017-05-06
32.4,658.0,0.8,13.9,33.4,1.423809523809524,0.1078095238095238,2017-05-07
39.6,552.0,0.0,15.6,24.9,1.4261904761904762,0.10819047619047616,2017-05-08
44.3,96.0,0.0,16.7,23.2,1.4285714285714286,0.10857142857142857,2017-05-09
43.2,297.0,0.8,7.9,17.5,1.430952380952381,0.10895238095238094,2017-05-10
43.2,331.0,0.0,4.8,10.3,1.4333333333333331,0.10933333333333334,2017-05-11
18.0,0.0,0.0,2.8,7.6,1.4357142857142855,0.10971428571428572,2017-05-12
36.0,432.0,0.0,10.7,19.4,1.4380952380952379,0.11009523809523808,2017-05-13
43.2,420.0,0.2,9.6,20.7,1.4404761904761905,0.11047619047619048,2017-05-14
25.2,570.0,0.0,7.9,24.1,1.4428571428571428,0.11085714285714283,2017-05-15
23.0,576.0,0.0,13.4,27.1,1.4452380952380952,0.11123809523809522,2017-05-16
50.4,535.0,10.5,14.1,28.9,1.4476190476190476,0.11161904761904763,2017-05-17
51.1,90.0,25.2,11.6,19.5,1.4500000000000002,0.112,2017-05-18
50.4,411.0,2.2,8.2,15.2,1.4523809523809526,0.1123809523809524,2017-05-19
43.2,390.0,2.4,6.3,17.1,1.4547619047619051,0.11276190476190474,2017-05-20
32.4,732.0,0.0,6.1,21.4,1.4571428571428573,0.11314285714285713,2017-05-21
25.2,685.0,0.0,7.1,25.6,1.4595238095238097,0.11352380952380953,2017-05-22
32.4,636.0,0.0,10.8,23.2,1.461904761904762,0.1139047619047619,2017-05-23
28.8,426.0,0.2,10.8,22.4,1.4642857142857144,0.11428571428571427,2017-05-24
51.5,878.0,0.0,11.1,25.6,1.4666666666666668,0.11466666666666668,2017-05-25
39.6,882.0,0.0,11.4,28.5,1.4690476190476192,0.11504761904761905,2017-05-26
25.9,682.0,0.0,17.0,29.1,1.4714285714285715,0.1154285714285714,2017-05-27
28.8,660.0,0.0,17.0,32.0,1.4738095238095241,0.1158095238095238,2017-05-28
43.2,475.0,0.2,18.2,27.6,1.4761904761904765,0.11619047619047618,2017-05-29
43.2,402.0,0.0,15.1,23.4,1.4785714285714286,0.11657142857142858,2017-05-30
33.5,708.0,0.0,10.6,23.8,1.4809523809523808,0.11695238095238095,2017-05-31
21.6,457.0,0.0,-5.0,1.6,1.4833333333333334,0.11733333333333333,2017-06-01
54.0,248.0,4.8,2.1,8.6,1.4857142857142858,0.11771428571428573,2017-06-02
61.2,10.0,12.9,4.1,9.6,1.488095238095238,0.11809523809523807,2017-06-03
54.0,666.0,0.0,2.3,14.3,1.4904761904761905,0.11847619047619044,2017-06-04
44.3,0.0,11.1,10.3,13.6,1.4928571428571429,0.11885714285714286,2017-06-05
79.2,498.0,0.6,11.0,20.0,1.4952380952380953,0.11923809523809525,2017-06-06
33.8,516.0,0.2,18.2,35.0,1.4976190476190476,0.1196190476190476,2017-06-07
25.6,780.0,0.0,7.9,24.3,1.5,0.12,2017-06-08
40.3,321.0,0.0,12.3,20.3,1.425,0.16,2017-06-09
39.6,416.0,0.0,5.5,16.2,1.35,0.2,2017-06-10
36.0,456.0,0.2,1.0,10.6,1.275,0.24,2017-06-11
32.8,172.0,0.0,2.4,6.5,1.2,0.28,2017-06-12
36.0,459.0,0.0,9.4,23.2,1.2,0.12,2017-06-13
25.2,508.0,0.0,12.2,29.8,1.2,0.16,2017-06-14
37.1,768.0,0.0,18.9,30.0,1.2,0.2,2017-06-15
32.8,846.0,0.0,12.4,24.3,1.2,0.44,2017-06-16
40.7,900.0,0.0,10.6,27.2,1.2,0.5066666666666667,2017-06-17
46.8,906.0,0.0,13.2,29.9,1.2,0.5733333333333334,2017-06-18
25.9,906.0,0.0,14.0,33.7,1.2,0.64,2017-06-19
25.2,648.0,0.0,18.1,36.0,1.3,0.34,2017-06-20
37.4,901.0,0.0,19.8,36.6,1.3,0.4,2017-06-21
40.0,774.0,0.0,20.8,35.3,1.45,0.12,2017-06-22
37.4,462.0,0.0,16.4,26.5,1.4375,0.34,2017-06-23
40.7,290.0,0.0,11.8,25.9,1.4249999999999998,0.56,2017-06-24
39.6,396.0,0.0,14.4,27.5,1.4125,0.78,2017-06-25
30.2,372.0,0.0,13.7,28.2,1.4,1.0,2017-06-26
29.9,124.0,10.8,18.3,25.3,1.4,0.8,2017-06-27
57.6,282.0,10.5,16.5,24.2,1.4,0.6000000000000001,2017-06-28
72.0,300.0,9.0,13.2,20.8,1.4,0.4,2017-06-29
43.2,123.0,1.6,13.4,18.7,1.3,0.58,2017-06-30
10.8,32.0,0.4,-7.9,0.7,1.3,0.5599999999999999,2017-07-01
40.7,168.0,2.0,4.7,12.0,1.3,0.54,2017-07-02
37.1,82.0,1.4,3.6,9.2,1.3,0.52,2017-07-03
29.5,746.0,0.0,0.6,17.9,1.25,0.136,2017-07-04
32.4,67.0,0.0,10.5,16.1,1.3,0.24,2017-07-05
47.2,542.0,0.0,8.1,20.9,1.25,0.51,2017-07-06
29.9,733.0,0.0,18.2,33.4,1.25,0.51,2017-07-07
36.0,712.0,0.8,9.3,26.8,1.2,0.43333333333333335,2017-07-08
40.3,142.0,0.0,9.5,20.3,1.15,0.3566666666666667,2017-07-09
39.6,547.0,3.4,2.0,16.8,1.1,0.28,2017-07-10
15.5,486.0,0.4,-3.7,10.4,1.175,0.2,2017-07-11
65.5,0.0,4.2,0.0,8.3,1.25,0.12,2017-07-12
28.8,168.0,0.0,15.4,25.0,1.25,0.15,2017-07-13
43.6,630.0,0.0,11.1,24.7,1.25,0.2025,2017-07-14
25.2,749.0,0.0,8.4,26.8,1.25,0.255,2017-07-15
22.7,786.0,0.0,13.7,29.9,1.25,0.3075,2017-07-16
32.4,724.0,0.0,15.7,31.6,1.25,0.36,2017-07-17
36.0,662.0,0.0,16.3,34.6,1.25,0.08,2017-07-18
57.6,186.0,0.0,23.2,28.2,1.25,0.08,2017-07-19
57.6,324.0,0.2,16.9,23.3,1.25,0.5,2017-07-20
58.3,736.0,1.2,11.3,25.3,1.1,0.12,2017-07-21
55.4,210.0,1.6,15.1,21.8,1.2333333333333334,0.2433333333333333,2017-07-22
54.0,226.0,23.0,12.6,22.6,1.3666666666666667,0.3666666666666667,2017-07-23
46.8,84.0,0.0,11.7,20.0,1.5,0.49,2017-07-24
39.6,300.0,0.0,13.3,23.3,1.5,0.04,2017-07-25
43.6,220.0,0.4,11.4,22.1,1.475,0.11,2017-07-26
54.0,114.0,1.2,16.8,21.8,1.45,0.18,2017-07-27
43.6,240.0,0.0,12.8,23.7,1.4,0.305,2017-07-28
51.5,481.0,0.0,15.3,29.3,1.35,0.43,2017-07-29
57.6,348.0,0.0,19.3,25.5,1.3,0.5549999999999999,2017-07-30
21.6,132.0,0.0,12.5,23.6,1.25,0.68,2017-07-31
32.4,37.0,0.0,2.2,8.3,1.325,0.75,2017-08-02
50.4,1.0,0.2,5.8,13.1,1.4,0.82,2017-08-03
28.8,750.0,0.0,4.0,21.5,1.4166666666666663,0.77,2017-08-04
46.8,170.0,0.0,3.6,15.5,1.4333333333333331,0.72,2017-08-05
43.2,752.0,12.5,11.0,28.2,1.45,0.6699999999999999,2017-08-06
28.8,471.0,0.0,16.1,31.1,1.4666666666666666,0.62,2017-08-07
46.8,236.0,0.0,14.4,20.7,1.4833333333333334,0.5700000000000001,2017-08-08
57.6,12.0,31.7,14.9,19.7,1.5,0.52,2017-08-09
25.2,176.0,0.0,11.0,17.2,1.4,0.37,2017-08-10
14.4,0.0,0.4,0.5,7.2,1.414285714285714,0.3514285714285714,2017-08-11
65.2,280.0,0.6,1.0,6.8,1.4285714285714286,0.33285714285714285,2017-08-12
26.3,465.0,0.0,12.4,22.1,1.4428571428571428,0.3142857142857143,2017-08-13
28.8,606.0,0.0,10.9,28.7,1.457142857142857,0.2957142857142857,2017-08-14
50.4,234.0,11.2,19.8,25.5,1.4714285714285713,0.27714285714285714,2017-08-15
26.3,278.0,0.0,14.6,25.2,1.4857142857142858,0.25857142857142856,2017-08-16
43.2,76.0,15.3,16.1,24.5,1.5,0.24,2017-08-17
43.9,228.0,19.1,16.8,22.7,1.25,0.2,2017-08-18
33.8,544.0,0.0,10.0,21.1,1.25,0.26,2017-08-19
25.9,732.0,0.0,10.7,22.3,1.25,0.32,2017-08-20
25.2,486.0,0.2,16.2,27.1,1.25,0.38,2017-08-21
33.8,669.0,0.0,13.6,29.1,1.25,0.4400000000000001,2017-08-22
39.6,309.0,0.0,15.9,24.9,1.25,0.5,2017-08-23
28.8,264.0,0.0,13.4,25.8,1.25,0.56,2017-08-24
26.3,259.0,1.6,17.0,27.0,1.25,0.66,2017-08-25
22.0,627.0,0.0,15.1,28.2,1.25,0.76,2017-08-26
37.1,690.0,0.0,18.0,30.3,1.25,0.86,2017-08-27
36.0,668.0,0.0,16.8,31.7,1.25,0.96,2017-08-28
39.6,729.0,0.0,16.4,34.9,1.1,0.1,2017-08-29
61.9,96.0,14.3,15.4,23.8,1.25,0.475,2017-08-30
36.0,580.0,0.0,10.1,20.6,1.4,0.85,2017-08-31
43.2,3.0,6.9,3.3,7.4,1.25,0.44,2017-09-01
28.8,56.0,0.0,1.5,4.8,1.2125,0.35,2017-09-02
46.8,2.0,0.0,10.8,14.0,1.175,0.26,2017-09-03
21.6,753.0,0.0,5.2,25.3,1.1375000000000002,0.16999999999999998,2017-09-04
43.2,624.0,0.0,6.8,16.2,1.1,0.08,2017-09-05
50.8,582.0,0.0,15.3,23.0,1.1,0.4,2017-09-06
33.5,6.0,5.0,18.9,26.6,1.1,0.72,2017-09-07
55.4,234.0,9.8,11.9,17.7,1.1,0.31,2017-09-08
57.6,254.0,0.0,12.4,19.0,1.1,0.46,2017-09-09
18.0,194.0,0.0,10.2,17.5,1.1,0.61,2017-09-10
19.8,97.0,0.2,5.2,10.5,1.1,0.76,2017-09-11
30.6,252.0,4.6,-2.1,3.1,1.1,0.1,2017-09-12
79.2,0.0,21.8,14.6,19.7,1.1,0.08,2017-09-13
55.1,402.0,1.6,10.9,17.0,1.1,0.4,2017-09-14
47.2,470.0,3.6,7.2,17.2,1.1,0.28,2017-09-15
25.2,394.0,1.2,9.1,17.0,1.1,0.3466666666666667,2017-09-16
21.6,178.0,1.0,8.7,15.2,1.1,0.4133333333333333,2017-09-17
50.4,409.0,5.6,4.0,17.6,1.1,0.48,2017-09-18
32.8,206.0,0.0,7.7,16.7,1.2,0.1,2017-09-19
25.9,337.0,0.0,5.2,18.6,1.15,0.23,2017-09-20
30.2,675.0,0.0,7.0,21.8,1.1,0.36,2017-09-21
28.8,263.0,0.0,9.8,19.3,1.1,0.3,2017-09-22
21.6,618.0,0.0,5.9,21.5,1.1,0.3,2017-09-23
22.7,421.0,0.0,10.3,24.0,1.1,0.3,2017-09-24
26.6,61.0,0.2,12.4,21.0,1.1,0.3,2017-09-25
19.4,37.0,0.2,11.6,19.7,1.05,0.07,2017-09-26
21.6,414.0,0.8,9.4,22.5,1.1,0.08,2017-09-27
22.7,211.0,0.0,14.3,23.1,1.15,0.23,2017-09-28
32.4,409.0,10.3,15.0,25.5,1.2,0.38,2017-09-29
36.0,257.0,0.2,12.8,18.2,1.1833333333333331,0.7133333333333334,2017-09-30
39.6,81.0,1.2,2.6,7.8,1.1666666666666663,1.0466666666666666,2017-10-01
29.9,16.0,0.0,-2.5,2.8,1.15,1.38,2017-10-02
25.2,163.0,0.0,8.9,13.9,1.15,0.19,2017-10-03
43.2,210.0,0.0,8.0,17.2,1.15,0.6400000000000001,2017-10-04
29.5,709.0,2.6,3.1,22.9,1.15,1.09,2017-10-05
22.7,890.0,0.0,12.7,27.1,1.15,0.3,2017-10-06
57.6,208.0,0.0,16.2,22.4,1.15,0.4,2017-10-07
28.8,126.0,3.4,11.8,17.8,1.15,0.5,2017-10-08
58.3,186.0,1.4,9.2,19.1,1.15,0.6,2017-10-09
36.0,26.0,0.0,11.0,16.5,1.15,0.05,2017-10-10
43.2,45.0,1.6,7.3,12.0,1.15,0.52,2017-10-11
79.9,18.0,11.3,1.6,11.6,1.15,0.38,2017-10-12
14.4,551.0,0.0,11.6,22.4,1.15,0.24,2017-10-13
15.1,608.0,0.0,8.8,23.5,1.15,0.3533333333333333,2017-10-14
32.4,549.0,0.0,11.0,24.1,1.15,0.4666666666666667,2017-10-15
29.9,575.0,0.0,12.6,25.3,1.15,0.58,2017-10-16
18.0,504.0,0.2,10.0,23.4,1.15,0.67,2017-10-17
21.6,98.0,0.0,12.0,21.4,1.1,0.26,2017-10-18
46.8,287.0,1.2,11.9,21.0,1.15,0.2,2017-10-19
57.6,495.0,0.6,10.8,16.9,1.15,0.15,2017-10-20
73.1,202.0,0.0,11.5,17.4,1.15,0.2466666666666667,2017-10-21
50.4,263.0,0.0,7.5,14.1,1.15,0.3433333333333334,2017-10-22
36.0,0.0,0.0,8.7,14.8,1.15,0.44,2017-10-23
28.8,34.0,0.0,12.8,17.8,1.15,0.32,2017-10-24
28.8,242.0,0.2,13.8,19.5,1.15,0.2,2017-10-25
20.9,548.0,0.0,7.8,21.4,1.15,0.12,2017-10-26
28.8,160.0,0.0,11.4,16.8,1.15,0.115,2017-10-27
28.8,456.0,0.0,1.5,13.5,1.15,0.11,2017-10-28
43.2,0.0,0.0,7.4,14.8,1.15,0.105,2017-10-29
40.7,395.0,0.0,2.3,12.3,1.15,0.1,2017-10-30
28.8,474.0,0.0,0.1,12.8,1.15,0.095,2017-10-31
46.8,0.0,0.2,2.0,10.3,1.15,0.09,2017-11-01
14.4,16.0,0.0,-4.1,1.9,1.15,0.08499999999999999,2017-11-02
25.2,530.0,0.0,2.1,17.5,1.15,0.08,2017-11-03
37.4,726.0,0.0,2.9,15.7,1.1515151515151514,0.07987012987012987,2017-11-04
32.4,137.0,3.4,10.4,15.5,1.1530303030303028,0.07974025974025974,2017-11-05
39.6,708.0,0.0,12.8,30.2,1.1545454545454543,0.07961038961038963,2017-11-06
46.8,155.0,0.0,15.2,25.0,1.156060606060606,0.07948051948051947,2017-11-07
39.6,306.0,0.0,11.4,21.0,1.1575757575757577,0.07935064935064935,2017-11-08
58.0,442.0,0.0,11.8,19.0,1.1590909090909092,0.07922077922077922,2017-11-09
39.6,263.0,0.0,13.0,20.6,1.1606060606060604,0.07909090909090909,2017-11-10
51.8,0.0,6.0,7.8,12.6,1.1621212121212119,0.07896103896103898,2017-11-11
108.0,4.0,0.8,3.9,10.3,1.1636363636363636,0.07883116883116884,2017-11-12
50.4,360.0,0.0,2.4,9.3,1.1651515151515148,0.0787012987012987,2017-11-13
18.4,429.0,0.0,-1.3,10.3,1.1666666666666663,0.07857142857142857,2017-11-14
18.0,347.0,0.0,1.7,10.5,1.1681818181818178,0.07844155844155844,2017-11-15
15.8,79.0,0.0,0.2,6.5,1.1696969696969697,0.07831168831168832,2017-11-16
26.6,53.0,0.0,3.3,11.3,1.1712121212121211,0.07818181818181819,2017-11-17
28.8,28.0,0.0,4.4,8.8,1.1727272727272726,0.07805194805194805,2017-11-18
36.0,85.0,0.0,3.7,10.4,1.174242424242424,0.07792207792207792,2017-11-19
37.4,9.0,0.0,2.9,9.2,1.1757575757575758,0.07779220779220779,2017-11-20
33.1,0.0,0.0,7.6,9.1,1.1772727272727272,0.07766233766233767,2017-11-21
40.0,413.0,0.0,4.8,15.8,1.1787878787878787,0.07753246753246754,2017-11-22
